Patentnumber;Similarity (DSS-Inclusion);Science-driven novelty dummy
US9644418;0;0
US9644472;0;0
US9644911;0;0
US9644915;0;0
US9644973;0;0
US9644978;0;0
US9644987;0;0
US9645105;0;0
US9645133;0.002525253;1
US9645143;0;0
US9645159;0;0
US9645162;0;0
US9645165;0;0
US9645234;0;0
US9645242;0;0
US9645279;0;0
US9645394;0;0
US9645415;0;0
US9645569;0;0
US9645584;0;0
US9645625;0;0
US9645646;0.1333333;1
US9645647;0;0
US9645652;0;0
US9645668;0;0
US9645718;0;0
US9645731;0;0
US9645788;0;0
US9646000;0.01264542;1
US9646058;0;0
US9646165;0;0
US9646174;0;0
US9646182;0;0
US9646183;0;0
US9646184;0;0
US9646185;0;0
US9646186;0.005050505;1
US9646187;0.006637168;1
US9646199;0;0
US9646201;0;0
US9646209;0;0
US9646228;0;0
US9646235;0;0
US9646238;0;0
US9646239;0.004878049;1
US9646240;0;0
US9646241;0;0
US9646242;0;0
US9646262;0;0
US9646275;0;0
US9646280;0;0
US9646282;0;0
US9646285;0;0
US9646288;0;0
US9646290;0;0
US9646294;0.002444988;1
US9646295;0;0
US9646298;0;0
US9646300;0;0
US9646306;0.005148005;1
US9646307;0;0
US9646310;0;0
US9646312;0;0
US9646314;0;0
US9646319;0.002439024;1
US9646328;0;0
US9646329;0;0
US9646333;0;0
US9646335;0;0
US9646337;0;0
US9646341;0;0
US9646342;0;0
US9646345;0.03223949;1
US9646346;0;0
US9646369;0;0
US9646426;0;0
US9646429;0;0
US9646433;0;0
US9646439;0.04924243;1
US9646444;0;0
US9646446;0;0
US9646451;0;0
US9646453;0;0
US9646455;0;0
US9646457;0;0
US9646458;0.002487562;1
US9646460;0;0
US9646486;0;0
US9646499;0;0
US9646511;0;0
US9646570;0;0
US9646698;0;0
US9646701;0;0
US9646704;0.002444988;1
US9646718;0.01849075;1
US9646719;0;0
US9646750;0;0
US9646906;0.005411256;1
US9646983;0;0
US9646984;0;0
US9646986;0;0
US9647125;0.01647655;1
US9647129;0;0
US9647133;0;0
US9647189;0;0
US9647213;0;0
US9647222;0;0
US9647327;0.00245098;1
US9647404;0.09155937;1
US9647456;0.01174168;1
US9647577;0;0
US9647636;0;0
US9647724;0.01321586;1
US9647726;0.01538006;1
US9647728;0;0
US9647729;0;0
US9647758;0;0
US9647777;0;0
US9647787;0.01473684;1
US9647797;0;0
US9647850;0;0
US9647855;0.05059524;1
US9647903;0;0
US9647920;0;0
US9647950;0;0
US9647980;0;0
US9648013;0;0
US9648014;0;0
US9648046;0;0
US9648094;0;0
US9648145;0;0
US9648152;0;0
US9648153;0;0
US9648157;0;0
US9648176;0;0
US9648180;0;0
US9648190;0;0
US9648197;0;0
US9648300;0;0
US9648373;0;0
US9648444;0;0
US9648446;0;0
US9648453;0;0
US9648460;0;0
US9648466;0.01471985;1
US9648544;0;0
US9648580;0;0
US9648581;0;0
US9648654;0;0
US9648663;0;0
US9648703;0;0
US9648705;0.002525253;1
US9648751;0;0
US9648840;0.008045977;1
US9648841;0;0
US9648848;0;0
US9648945;0;0
US9648975;0;0
US9648990;0;0
US9649030;0;0
US9649052;0.002439024;1
US9649066;0;0
US9649074;0.03333334;1
US9649078;0;0
US9649147;0.01412753;1
US9649230;0;0
US9649255;0;0
US9649431;0;0
US9649433;0;0
US9649436;0.06940063;1
US9649454;0;0
US9649481;0;0
US9649526;0.0651341;1
US9649532;0;0
US9649551;0;0
US9649565;0;0
US9649566;0;0
US9649567;0;0
US9649608;0.1026528;1
US9649631;0.00703606;1
US9649640;0;0
US9649766;0;0
US9649889;0;0
US9649934;0;0
US9649947;0.004468275;1
US9649979;0;0
US9649999;0;0
US9650007;0;0
US9650136;0;0
US9650139;0;0
US9650157;0;0
US9650169;0;0
US9650177;0;0
US9650214;0;0
US9650225;0;0
US9650233;0.002427184;1
US9650235;0;0
US9650396;0;0
US9650808;0.00788022;1
US9650851;0;0
US9650889;0;0
US9651027;0;0
US9651325;0.01201201;1
US9651361;0;0
US9651368;0;0
US9651384;0.002439024;1
US9651394;0.002398082;1
US9651396;0;0
US9651461;0;0
US9651514;0;0
US9651519;0;0
US9651570;0;0
US9651647;0;0
US9651651;0;0
US9651659;0.003189793;1
US9651665;0.01382243;1
US9651673;0;0
US9651678;0;0
US9651703;0.002710027;1
US9651711;0.002439024;1
US9651934;0;0
US9651976;0;0
US9651989;0.002439024;1
US9651991;0;0
US9652002;0.002439024;1
US9652023;0;0
US9652037;0.004889976;1
US9652052;0;0
US9652074;0;0
US9652116;0;0
US9652124;0;0
US9652128;0;0
US9652181;0.002439024;1
US9652190;0;0
US9652241;0;0
US9652380;0;0
US9652422;0;0
US9652436;0;0
US9652465;0.002645503;1
US9652523;0;0
US9652527;0;0
US9652540;0;0
US9652548;0;0
US9652594;0;0
US9652604;0;0
US9652626;0;0
US9652636;0.00377929;1
US9652643;0;0
US9652644;0;0
US9652645;0;0
US9652646;0;0
US9652647;0;0
US9652666;0.002439024;1
US9652668;0;0
US9652671;0;0
US9652704;0;0
US9652705;0;0
US9652706;0;0
US9652707;0;0
US9652708;0;0
US9652709;0;0
US9652710;0;0
US9652721;0;0
US9652733;0;0
US9652734;0;0
US9652735;0;0
US9652736;0;0
US9652742;0;0
US9652748;0;0
US9652751;0;0
US9652752;0;0
US9652758;0;0
US9652760;0;0
US9652763;0;0
US9652764;0;0
US9652770;0.0183908;1
US9652773;0;0
US9652778;0.002439024;1
US9652798;0;0
US9652814;0;0
US9652819;0.0452937;1
US9652823;0;0
US9652838;0;0
US9652852;0;0
US9652894;0;0
US9652896;0.02257873;1
US9652909;0;0
US9652912;0.007175473;1
US9652913;0;0
US9652919;0;0
US9652922;0;0
US9652923;0;0
US9652925;0;0
US9652931;0;0
US9652934;0;0
US9652936;0;0
US9652938;0;0
US9652939;0;0
US9652952;0;0
US9652954;0;0
US9652955;0;0
US9652959;0;0
US9652960;0;0
US9652962;0;0
US9652966;0;0
US9652969;0;0
US9652971;0;0
US9652972;0.002444988;1
US9652978;0;0
US9652984;0;0
US9652985;0;0
US9653132;0;0
US9653141;0.02355072;1
US9653157;0;0
US9653168;0;0
US9653176;0;0
US9653242;0;0
US9653474;0.002444988;1
US9653479;0.009887005;1
US9653493;0;0
US9653611;0;0
US9653694;0.0410628;1
US9653781;0;0
US9653797;0;0
US9653798;0;0
US9653909;0.01491228;1
US9653927;0;0
US9653942;0;0
US9654093;0;0
US9654152;0;0
US9654167;0;0
US9654175;0;0
US9654179;0;0
US9654181;0;0
US9654189;0.02970085;1
US9654200;0;0
US9654347;0;0
US9654463;0;0
US9654466;0;0
US9654552;0;0
US9654565;0;0
US9654589;0;0
US9654591;0;0
US9654604;0;0
US9654605;0;0
US9654611;0;0
US9654621;0;0
US9654628;0;0
US9654629;0;0
US9654648;0;0
US9654649;0;0
US9654655;0;0
US9654678;0;0
US9654720;0;0
US9654818;0;0
US9654847;0.04730229;1
US9654903;0;0
US9654905;0;0
US9654908;0;0
US9654911;0;0
US9654917;0;0
US9654923;0;0
US9654932;0;0
US9654956;0;0
US9654965;0;0
US9654980;0;0
US9654983;0;0
US9654984;0;0
US9655053;0;0
US9655074;0;0
US9655088;0.004878049;1
US9655112;0.05410628;1
US9655204;0;0
US9655211;0;0
US9655212;0;0
US9655217;0;0
US9655292;0;0
US9655405;0;0
US9655546;0;0
US9655548;0;0
US9655555;0.00837521;1
US9655558;0.005730659;1
US9655614;0;0
US9655687;0;0
US9655697;0;0
US9655770;0;0
US9655777;0;0
US9655779;0;0
US9655787;0;0
US9655983;0;0
US9656012;0.01628923;1
US9656013;0;0
US9656049;0;0
US9656050;0;0
US9656051;0;0
US9656056;0.00415924;1
US9656074;0.00621118;1
US9656092;0;0
US9656095;0;0
US9656117;0;0
US9656140;0.02609993;1
US9656142;0.004878049;1
US9656143;0.004878049;1
US9656145;0;0
US9656146;0;0
US9656172;0.002439024;1
US9656261;0.00245098;1
US9656264;0;0
US9656265;0;0
US9656387;0.009318996;1
US9656390;0;0
US9656394;0;0
US9656428;0.004789272;1
US9656481;0;0
US9656492;0;0
US9656503;0;0
US9656512;0;0
US9656564;0;0
US9656567;0;0
US9656632;0;0
US9656749;0;0
US9656767;0;0
US9656794;0;0
US9656803;0;0
US9656805;0.002439024;1
US9656806;0;0
US9656814;0;0
US9656815;0;0
US9657125;0;0
US9657446;0;0
US9657935;0;0
US9657982;0.002439024;1
US9658045;0;0
US9658061;0.002439024;1
US9658099;0;0
US9658140;0;0
US9658167;0;0
US9658178;0.01673102;1
US9658201;0;0
US9658222;0.002444988;1
US9658239;0;0
US9658242;0;0
US9658269;0;0
US9658310;0;0
US9658316;0;0
US9658317;0;0
US9658341;0;0
US9658452;0.005607476;1
US9658460;0;0
US9658473;0;0
US9658614;0;0
US9658622;0.003503099;1
US9658647;0;0
US9658693;0;0
US9658700;0;0
US9658702;0.002444988;1
US9658720;0.00245098;1
US9658763;0;0
US9658765;0.002487562;1
US9658767;0;0
US9658768;0;0
US9658841;0;0
US9658998;0;0
US9659003;0.005537099;1
US9659015;0;0
US9659034;0;0
US9659037;0;0
US9659068;0;0
US9659096;0;0
US9659194;0.002503912;1
US9659196;0;0
US9659197;0;0
US9659206;0.006024096;1
US9659225;0;0
US9659244;0;0
US9659246;0;0
US9659268;0;0
US9659274;0;0
US9659275;0;0
US9659284;0.03571429;1
US9659286;0;0
US9659294;0;0
US9659296;0;0
US9659312;0;0
US9659313;0;0
US9659325;0;0
US9659328;0;0
US9659333;0;0
US9659367;0;0
US9659409;0;0
US9659419;0;0
US9659423;0;0
US9659424;0;0
US9659427;0.002439024;1
US9659430;0;0
US9659431;0;0
US9659440;0;0
US9659441;0;0
US9659449;0;0
US9659457;0;0
US9659459;0;0
US9659460;0;0
US9659461;0.002525253;1
US9659462;0;0
US9659468;0;0
US9659470;0;0
US9659476;0;0
US9659477;0;0
US9659479;0;0
US9659486;0;0
US9659503;0;0
US9659515;0;0
US9659563;0;0
US9659621;0;0
US9659640;0.007222222;1
US9659653;0;0
US9659658;0;0
US9659665;0;0
US9659682;0;0
US9659731;0;0
US9659827;0;0
US9659832;0.004329004;1
US9660041;0;0
US9660169;0;0
US9660178;0;0
US9660327;0;0
US9660358;0;0
US9660427;0;0
US9660478;0;0
US9660480;0;0
US9660647;0;0
US9660701;0;0
US9660760;0;0
US9660768;0.01333333;1
US9660800;0;0
US9660803;0;0
US9660808;0;0
US9660814;0;0
US9660828;0;0
US9660948;0;0
US9660950;0.02330623;1
US9660993;0;0
US9661010;0;0
US9661036;0.002525253;1
US9661105;0;0
US9661119;0;0
US9661127;0;0
US9661128;0;0
US9661132;0;0
US9661139;0.004854369;1
US9661156;0;0
US9661160;0;0
US9661202;0;0
US9661207;0;0
US9661215;0.01988488;1
US9661223;0;0
US9661230;0;0
US9661255;0;0
US9661260;0;0
US9661279;0;0
US9661295;0;0
US9661390;0;0
US9661401;0;0
US9661403;0;0
US9661412;0;0
US9661429;0;0
US9661443;0.03711067;1
US9661444;0;0
US9661447;0;0
US9661452;0;0
US9661453;0.01969058;1
US9661458;0;0
US9661459;0;0
US9661470;0;0
US9661488;0;0
US9661499;0;0
US9661501;0;0
US9661597;0;0
US9661601;0;0
US9661728;0.05555556;1
US9661755;0;0
US9661781;0;0
US9661894;0.00245098;1
US9661905;0;0
US9662015;0.01645022;1
US9662016;0;0
US9662053;0.002525253;1
US9662058;0.006012024;1
US9662096;0;0
US9662116;0;0
US9662184;0;0
US9662199;0;0
US9662256;0;0
US9662354;0;0
US9662392;0;0
US9662438;0;0
US9662498;0;0
US9662503;0;0
US9662511;0;0
US9662557;0;0
US9662560;0;0
US9662562;0;0
US9662563;0;0
US9662649;0;0
US9662691;0;0
US9662736;0.03327693;1
US9662784;0;0
US9662899;0;0
US9662919;0;0
US9663028;0;0
US9663032;0;0
US9663124;0;0
US9663128;0;0
US9663177;0.03030303;1
US9663201;0;0
US9663353;0;0
US9663819;0;0
US9663902;0;0
US9663903;0.02229945;1
US9663913;0;0
US9663972;0;0
US9663974;0;0
US9664029;0;0
US9664486;0;0
US9664504;0;0
US9664505;0;0
US9664508;0.002444988;1
US9664510;0;0
US9664530;0;0
US9664547;0;0
US9664626;0;0
US9664701;0;0
US9664702;0;0
US9664703;0.01362179;1
US9664711;0;0
US9664738;0;0
US9664745;0;0
US9664769;0;0
US9664805;0;0
US9664887;0;0
US9665082;0.004975124;1
US9665094;0;0
US9665095;0;0
US9665100;0.0122449;1
US9665101;0;0
US9665124;0;0
US9665149;0;0
US9665152;0;0
US9665158;0;0
US9665172;0.01956947;1
US9665182;0;0
US9665240;0.01873278;1
US9665245;0;0
US9665254;0;0
US9665268;0;0
US9665407;0.007317073;1
US9665433;0;0
US9665575;0;0
US9665634;0;0
US9665655;0;0
US9665661;0.002444988;1
US9665688;0.002439024;1
US9665690;0;0
US9665692;0;0
US9665736;0;0
US9665747;0;0
US9665749;0;0
US9665750;0;0
US9665751;0;0
US9665752;0.004796163;1
US9665754;0;0
US9665755;0;0
US9665757;0.002439024;1
US9665764;0;0
US9665778;0;0
US9665794;0;0
US9665814;0;0
US9665820;0.006289308;1
US9665821;0;0
US9665846;0;0
US9665848;0;0
US9665855;0;0
US9665866;0;0
US9665867;0;0
US9665873;0;0
US9665874;0.002439024;1
US9665879;0;0
US9665880;0.02990033;1
US9665896;0;0
US9665898;0.01126126;1
US9665901;0;0
US9665925;0.03975904;1
US9665945;0;0
US9665956;0;0
US9665961;0;0
US9665983;0;0
US9665991;0.01643836;1
US9665993;0;0
US9665999;0;0
US9666000;0;0
US9666008;0;0
US9666022;0;0
US9666024;0;0
US9666027;0;0
US9666031;0;0
US9666034;0;0
US9666041;0;0
US9666043;0;0
US9666045;0;0
US9666047;0;0
US9666053;0;0
US9666054;0;0
US9666064;0.07496252;1
US9666071;0;0
US9666075;0;0
US9666076;0;0
US9666090;0;0
US9666223;0.05146705;1
US9666270;0;0
US9666283;0;0
US9666292;0.06508876;1
US9666393;0;0
US9666585;0;0
US9666637;0;0
US9666678;0;0
US9666697;0.02469136;1
US9666724;0;0
US9666805;0;0
US9666944;0;0
US9667085;0;0
US9667086;0;0
US9667091;0;0
US9667122;0.01465201;1
US9667239;0.002525253;1
US9667268;0;0
US9667279;0;0
US9667295;0;0
US9667296;0;0
US9667316;0.0170394;1
US9667321;0;0
US9667352;0;0
US9667353;0;0
US9667360;0;0
US9667370;0;0
US9667424;0;0
US9667456;0.0125;1
US9667489;0.02315789;1
US9667500;0.002439024;1
US9667502;0;0
US9667584;0.002444988;1
US9667602;0;0
US9667624;0;0
US9667626;0;0
US9667627;0.002444988;1
US9667630;0;0
US9667639;0;0
US9667663;0;0
US9667666;0;0
US9667774;0;0
US9667782;0;0
US9667784;0;0
US9667797;0;0
US9667855;0;0
US9667877;0.01021152;1
US9667938;0.02735562;1
US9667943;0.06045752;1
US9667948;0;0
US9668004;0;0
US9668085;0;0
US9668088;0.002439024;1
US9668089;0.004878049;1
US9668096;0;0
US9668098;0;0
US9668103;0;0
US9668105;0;0
US9668111;0;0
US9668117;0.02512563;1
US9668151;0;0
US9668164;0;0
US9668193;0;0
US9668217;0.006872852;1
US9668223;0.004160888;1
US9668319;0;0
US9668327;0.002439024;1
US9668342;0;0
US9668343;0;0
US9668392;0;0
US9668522;0;0
US9668603;0;0
US9668604;0;0
US9668675;0;0
US9668677;0.003384095;1
US9668682;0;0
US9668684;0;0
US9668686;0;0
US9668706;0;0
US9668731;0;0
US9668817;0;0
US9668940;0;0
US9668948;0;0
US9669158;0.01304348;1
US9669217;0.00896861;1
US9669227;0;0
US9669261;0;0
US9669301;0;0
US9669318;0;0
US9669371;0;0
US9669405;0;0
US9669431;0;0
US9669508;0.002439024;1
US9669558;0;0
US9669596;0;0
US9669699;0;0
US9669700;0;0
US9669722;0;0
US9669850;0;0
US9670047;0;0
US9670636;0;0
US9670690;0;0
US9670694;0;0
US9670734;0;0
US9670750;0.02494331;1
US9670862;0;0
US9670961;0;0
US9671276;0;0
US9671314;0.004711425;1
US9671322;0;0
US9671418;0.09405941;1
US9671566;0;0
US9671657;0;0
US9671765;0.1567732;1
US9671772;0;0
US9671776;0.01913876;1
US9671781;0;0
US9671786;0;0
US9671791;0;0
US9671828;0;0
US9671835;0;0
US9671852;0;0
US9671911;0;0
US9671927;0;0
US9671928;0;0
US9671936;0;0
US9671995;0;0
US9672026;0.03376129;1
US9672184;0;0
US9672235;0;0
US9672236;0.01331719;1
US9672260;0;0
US9672273;0.05128205;1
US9672327;0.04288499;1
US9672328;0;0
US9672329;0;0
US9672336;0;0
US9672342;0;0
US9672343;0;0
US9672345;0;0
US9672346;0;0
US9672393;0;0
US9672394;0;0
US9672395;0;0
US9672396;0;0
US9672397;0;0
US9672398;0;0
US9672419;0;0
US9672427;0;0
US9672441;0;0
US9672449;0;0
US9672459;0;0
US9672460;0;0
US9672471;0.002427184;1
US9672508;0;0
US9672511;0;0
US9672516;0;0
US9672518;0;0
US9672526;0.002439024;1
US9672535;0.002525253;1
US9672538;0;0
US9672568;0;0
US9672570;0;0
US9672666;0;0
US9672672;0;0
US9672673;0;0
US9672674;0.007159905;1
US9672685;0;0
US9672688;0;0
US9672691;0;0
US9672705;0;0
US9672707;0;0
US9672708;0.008333334;1
US9672710;0;0
US9672713;0;0
US9672726;0.002762431;1
US9672727;0;0
US9672728;0;0
US9672756;0;0
US9672791;0;0
US9672796;0;0
US9672819;0;0
US9672898;0.005050505;1
US9672913;0;0
US9672914;0;0
US9673224;0.004878049;1
US9673335;0;0
US9673337;0;0
US9673394;0;0
US9673397;0.005128205;1
US9673481;0;0
US9673506;0;0
US9673509;0;0
US9673516;0;0
US9673521;0;0
US9673525;0;0
US9673665;0;0
US9673817;0;0
US9673840;0.04642857;1
US9673844;0;0
US9673868;0;0
US9673872;0.008018328;1
US9673904;0.002444988;1
US9673920;0;0
US9673979;0;0
US9674050;0;0
US9674113;0;0
US9674124;0;0
US9674125;0;0
US9674135;0;0
US9674142;0;0
US9674169;0;0
US9674181;0;0
US9674216;0;0
US9674233;0;0
US9674284;0;0
US9674320;0;0
US9674332;0;0
US9674338;0;0
US9674372;0;0
US9674395;0;0
US9674417;0;0
US9674422;0.002787068;1
US9674436;0.01256913;1
US9674448;0;0
US9674452;0;0
US9674454;0;0
US9674461;0.005112474;1
US9674467;0.02940171;1
US9674489;0.002398082;1
US9674578;0;0
US9674628;0.01207729;1
US9674633;0.003731343;1
US9674651;0.002439024;1
US9674658;0;0
US9674660;0;0
US9674669;0;0
US9674672;0;0
US9674684;0;0
US9674688;0;0
US9674704;0;0
US9674705;0.002525253;1
US9674751;0;0
US9674768;0;0
US9674771;0;0
US9674812;0.04410355;1
US9674867;0;0
US9674879;0;0
US9674887;0;0
US9674972;0;0
US9675014;0;0
US9675042;0;0
US9675135;0;0
US9675140;0;0
US9675152;0;0
US9675203;0.02068641;1
US9675226;0;0
US9675270;0;0
US9675272;0;0
US9675273;0;0
US9675280;0;0
US9675292;0;0
US9675295;0;0
US9675319;0;0
US9675348;0;0
US9675371;0;0
US9675470;0;0
US9675648;0;0
US9675720;0;0
US9675721;0;0
US9675753;0;0
US9675756;0.002439024;1
US9675806;0;0
US9675878;0;0
US9675974;0;0
US9676012;0;0
US9676050;0;0
US9676073;0;0
US9676094;0;0
US9676179;0.01092896;1
US9676250;0.021611;1
US9676275;0;0
US9676387;0;0
US9676404;0;0
US9676405;0;0
US9676445;0;0
US9676496;0.007317073;1
US9676560;0;0
US9676561;0;0
US9676566;0;0
US9676591;0.002439024;1
US9676901;0.005524862;1
US9677108;0;0
US9677138;0;0
US9677300;0;0
US9677326;0;0
US9677362;0;0
US9677370;0.03384419;1
US9677371;0.01846966;1
US9677372;0.0425815;1
US9677555;0;0
US9677564;0;0
US9677869;0;0
US9677881;0;0
US9677891;0;0
US9677898;0;0
US9677899;0;0
US9677901;0;0
US9677928;0;0
US9677942;0;0
US9677985;0;0
US9677986;0;0
US9678001;0;0
US9678020;0.002444988;1
US9678030;0;0
US9678080;0;0
US9678091;0;0
US9678133;0.002439024;1
US9678242;0.01501502;1
US9678303;0.002525253;1
US9678338;0.009832841;1
US9678361;0.006872852;1
US9678420;0.003773585;1
US9678475;0;0
US9678484;0.002439024;1
US9678496;0.00245098;1
US9678548;0;0
US9678570;0;0
US9678587;0;0
US9678648;0;0
US9678650;0.00245098;1
US9678654;0.003671072;1
US9678660;0;0
US9678693;0;0
US9678704;0;0
US9678705;0;0
US9678713;0;0
US9678811;0;0
US9678846;0.003205128;1
US9678868;0;0
US9678896;0.002785515;1
US9678924;0.07432432;1
US9678944;0;0
US9678986;0;0
US9679005;0;0
US9679021;0.03044316;1
US9679032;0;0
US9679072;0;0
US9679076;0;0
US9679085;0;0
US9679108;0.009310987;1
US9679111;0;0
US9679113;0;0
US9679114;0;0
US9679120;0;0
US9679144;0;0
US9679152;0;0
US9679154;0.002444988;1
US9679168;0;0
US9679169;0;0
US9679170;0;0
US9679172;0;0
US9679173;0.02717693;1
US9679174;0;0
US9679180;0;0
US9679189;0;0
US9679190;0;0
US9679197;0;0
US9679199;0.0298103;1
US9679206;0;0
US9679210;0;0
US9679211;0;0
US9679233;0;0
US9679235;0;0
US9679238;0;0
US9679239;0;0
US9679240;0;0
US9679270;0;0
US9679280;0;0
US9679284;0;0
US9679289;0;0
US9679290;0;0
US9679293;0;0
US9679299;0;0
US9679301;0;0
US9679303;0;0
US9679312;0;0
US9679326;0;0
US9679329;0;0
US9679343;0;0
US9679384;0;0
US9679418;0;0
US9679423;0;0
US9679425;0;0
US9679426;0;0
US9679437;0;0
US9679438;0;0
US9679439;0;0
US9679443;0.0188172;1
US9679447;0;0
US9679449;0;0
US9679453;0;0
US9679454;0;0
US9679479;0;0
US9679480;0;0
US9679481;0;0
US9679607;0;0
US9679639;0;0
US9679657;0.02893082;1
US9679660;0.004179728;1
US9679664;0.002439024;1
US9679854;0;0
US9679944;0;0
US9680024;0;0
US9680097;0;0
US9680112;0;0
US9680177;0;0
US9680206;0;0
US9680220;0;0
US9680228;0;0
US9680249;0;0
US9680282;0.005661712;1
US9680316;0;0
US9680326;0;0
US9680443;0;0
US9680497;0;0
US9680504;0.01593902;1
US9680512;0;0
US9680517;0;0
US9680518;0;0
US9680520;0;0
US9680533;0;0
US9680546;0;0
US9680555;0;0
US9680632;0;0
US9680700;0;0
US9680726;0.002717391;1
US9680779;0;0
US9680785;0;0
US9680810;0;0
US9680837;0;0
US9680841;0;0
US9680878;0;0
US9680879;0;0
US9680904;0;0
US9680924;0;0
US9680941;0;0
US9680942;0;0
US9680966;0;0
US9680973;0.01367521;1
US9680977;0;0
US9680987;0;0
US9681027;0;0
US9681035;0;0
US9681038;0;0
US9681088;0;0
US9681107;0;0
US9681112;0;0
US9681165;0;0
US9681222;0;0
US9681245;0.007013658;1
US9681253;0;0
US9681254;0;0
US9681264;0;0
US9681265;0;0
US9681270;0;0
US9681293;0;0
US9681301;0;0
US9681302;0;0
US9681305;0;0
US9681313;0;0
US9681359;0;0
US9681360;0;0
US9681368;0;0
US9681379;0;0
US9681381;0;0
US9681412;0;0
US9681471;0;0
US9681634;0.006622517;1
US9681635;0;0
US9681637;0;0
US9681721;0;0
US9681759;0;0
US9681780;0;0
US9681794;0;0
US9681796;0.01858974;1
US9681824;0;0
US9681825;0;0
US9681842;0;0
US9681873;0;0
US9681892;0;0
US9681909;0;0
US9681920;0.05165456;1
US9681921;0;0
US9681994;0;0
US9681996;0;0
US9682007;0;0
US9682016;0;0
US9682161;0;0
US9682186;0.03769841;1
US9682249;0;0
US9682281;0;0
US9682301;0.002525253;1
US9682311;0;0
US9682335;0;0
US9682376;0;0
US9682407;0;0
US9682483;0;0
US9682491;0;0
US9682509;0;0
US9682590;0;0
US9682598;0;0
US9682622;0;0
US9682683;0;0
US9682704;0;0
US9682717;0.02674897;1
US9682754;0;0
US9683394;0;0
US9683492;0;0
US9683834;0;0
US9683851;0;0
US9683856;0;0
US9683858;0;0
US9683918;0;0
US9684006;0;0
US9684007;0;0
US9684060;0;0
US9684079;0;0
US9684174;0.004478567;1
US9684281;0;0
US9684341;0;0
US9684351;0;0
US9684380;0;0
US9684396;0;0
US9684479;0;0
US9684483;0;0
US9684552;0.002444988;1
US9684630;0;0
US9684708;0.0670194;1
US9684730;0;0
US9684731;0;0
US9684765;0;0
US9684766;0;0
US9684778;0;0
US9684808;0;0
US9684816;0;0
US9684821;0;0
US9684834;0;0
US9684836;0;0
US9684861;0;0
US9684862;0;0
US9684864;0;0
US9684878;0;0
US9684881;0;0
US9684883;0;0
US9684884;0;0
US9684890;0;0
US9684892;0;0
US9684895;0;0
US9684902;0;0
US9684909;0;0
US9684911;0;0
US9684921;0;0
US9684922;0;0
US9684923;0;0
US9685000;0;0
US9685008;0;0
US9685010;0;0
US9685013;0;0
US9685029;0;0
US9685034;0.003013864;1
US9685036;0;0
US9685039;0;0
US9685040;0;0
US9685044;0;0
US9685048;0.004784689;1
US9685051;0;0
US9685053;0;0
US9685059;0;0
US9685071;0;0
US9685097;0.002439024;1
US9685218;0;0
US9685237;0;0
US9685457;0;0
US9685558;0.002444988;1
US9685559;0;0
US9685621;0;0
US9685699;0;0
US9685782;0.002439024;1
US9685793;0;0
US9685798;0.002444988;1
US9685802;0.002444988;1
US9685805;0;0
US9685816;0;0
US9686025;0;0
US9686026;0;0
US9686041;0.02508961;1
US9686056;0;0
US9686075;0.03471074;1
US9686082;0;0
US9686083;0.05747126;1
US9686133;0;0
US9686135;0;0
US9686154;0;0
US9686161;0;0
US9686168;0;0
US9686240;0;0
US9686241;0.002560819;1
US9686245;0;0
US9686337;0;0
US9686385;0;0
US9686402;0;0
US9686531;0;0
US9686580;0;0
US9686609;0.002439024;1
US9686630;0;0
US9686631;0.05074161;1
US9686636;0;0
US9686640;0;0
US9686642;0;0
US9686672;0;0
US9686676;0;0
US9686685;0;0
US9686686;0;0
US9686732;0;0
US9686743;0;0
US9686806;0.02144772;1
US9686812;0;0
US9686959;0;0
US9686960;0;0
US9686976;0;0
US9687107;0;0
US9687181;0;0
US9687183;0;0
US9687192;0;0
US9687234;0;0
US9687312;0;0
US9687417;0;0
US9687419;0;0
US9687575;0.01470215;1
US9687618;0;0
US9687670;0.05756579;1
US9687721;0;0
US9687727;0;0
US9687730;0;0
US9687762;0;0
US9687796;0;0
US9687931;0.01793982;1
US9687982;0;0
US9687984;0;0
US9688058;0;0
US9688111;0;0
US9688194;0;0
US9688202;0;0
US9688235;0;0
US9688248;0;0
US9688296;0;0
US9688455;0;0
US9688466;0;0
US9688472;0;0
US9688479;0;0
US9688480;0;0
US9688518;0.002439024;1
US9688536;0;0
US9688546;0;0
US9689073;0.01780416;1
US9689101;0.002439024;1
US9689189;0;0
US9689203;0;0
US9689220;0;0
US9689247;0;0
US9689556;0.004901961;1
US9689583;0.002439024;1
US9689603;0.003690037;1
US9689759;0;0
US9689816;0;0
US9689828;0;0
US9689852;0;0
US9689958;0;0
US9689961;0;0
US9689977;0;0
US9690081;0;0
US9690103;0;0
US9690118;0.03117207;1
US9690119;0;0
US9690121;0;0
US9690232;0;0
US9690272;0;0
US9690289;0;0
US9690290;0;0
US9690293;0.02969562;1
US9690297;0;0
US9690304;0;0
US9690343;0;0
US9690360;0;0
US9690373;0;0
US9690381;0;0
US9690462;0;0
US9690471;0;0
US9690473;0;0
US9690534;0;0
US9690538;0;0
US9690624;0;0
US9690698;0;0
US9690731;0.002444988;1
US9690781;0;0
US9690865;0;0
US9690909;0;0
US9690916;0;0
US9690949;0;0
US9690957;0;0
US9690958;0;0
US9690959;0.003194888;1
US9690960;0;0
US9690961;0;0
US9690962;0;0
US9690963;0.007064017;1
US9690964;0;0
US9690965;0;0
US9690991;0;0
